Title,Review,Cons_rating,Cloth_class,Materials,Construction,Color,Finishing,Durability
The Perfect Blazers,"Fit TTS, classy and perfect for any outfit!",5,Jackets,,,,,
Arms are tight,The XL fits well except for I can’t push up the arms. No stretch at all. Thinking of having something altered so I can. Great fit otherwise.,4,Jackets,,,,,
To much heavy lining,It says its long but its not and I ware a medium and its very short and it's heavenly lined and it don't mention that very disappointed.and it was coastly not worth it,4,Jackets,,,,,
Hoping This Was The One,"I'm looking for great quality blazers and hoping this brand name was the one! I have a fuller bust and wide arms. So, I like more relaxed fits. Unfortunately, this didn't measure up. The XXL fit but when I moved there wasn't any stretch. My arms looked like they were stuffed into the sleeves. I also ordered a 2X as a comparison to the XXL. It was way too big. On the positive side, it was well made with great quality material. I would say to give it a try.",3,Jackets,,,,,
Need a small  size to big need to reorder,To big need to order smaller size,5,Jackets,,,,,
Oversized,This blazer felt like great quality but definitely had an oversized fit. I thought it would still be longer than I was looking for even if sizing down.,3,Jackets,,,,,
Just fabulous!,Looks much more expensive .  Good quality and fit !  Just right weight for fall into winter for sure !!!!,5,Jackets,,,,,
Runs large,Nice product I but am about to exchange it again. XL was huge and the L is still too large.,5,Jackets,,,,,
too long,"cheap fabric . way too long for anyone under 5’8”, too boxy  overly long, long arms  !",2,Jackets,,,,,
Synthetic fabric,I did not like the feel of the fabric. It is synthetic and just not worth it.,2,Jackets,,,,,
Perfect,Wife loves it. True to size and great colors. Will buy more for gifts,5,Jackets,,,,,
Sizing,"I looked for plus size white blazer and this came up, suggestion was XXL.  Too small, so returning. My chest is 42. Maybe a 2X would work as I am looking for a larger relaxed fit...",3,Jackets,,,,,
Awesome!,"It’s a great quality piece. Looks very expensive and versatile. Fits perfectly. I’m short lady, so M was covering up my butt. Sleeves are a bit long, but I roll them anyway.",5,Jackets,,,,,
Beautiful hot pink well constructed blazer! True to size!,"Beautiful hot pink well constructed blazer! True to size! I’m 5’4” approx 155 lbs, 34DDD chest, curvy. And it fits perfect!",5,Jackets,,,,,
It’s made of very cheap fabric,It just is an aweful fabric.,2,Jackets,,,,,
Love it,Love it,5,Jackets,,,,,
You should buy this blazer!,This blazer is amazing for the cost! It is very well made. The praline color is so cute! I am 5’ 4” but the blazer in a size small covered my butt in the back. It is the perfect length. I want to buy more colors!,5,Jackets,,,,,
Comfortable and looks Great,I got this jacket on try before you buy. I loved the way it feels as well as the way it looks compared to other blazers. It looks really good over just about anything. I wore it with jeans and a white button up shirt and when out to dinner with friends and I got a lot of compliments.,5,Jackets,,,,,
Love this fleece,I didn't expect this inexpensive fleece to be so warm and comfortable. Took it on a backpacking trip to Alaska and loved it as a middle layer. Thick fleece will keep you warm and cozy.,5,Jackets,,,,,
Bought this for my bf,It was super cute on my bf!,5,Jackets,,,,,
Excelente calidad 👍🏽 muy cómodo,"Muy buen material superó mis expectativas , ligero ,cómodo y suave mantiene la temperatura , compraría de nuevo",5,Jackets,,,,,
Quality,Great product!  Nice weight!  Will purchase again!,5,Jackets,,,,,
Really comfortable,"Fits well, comfortable and good price",5,Jackets,,,,,
Worth purchasing,"Fits great. Nice and soft. Comfortable. Have only tried it on, but it looks great. I’m sure it will be perfect for fall weather.",4,Jackets,,,,,
Extra layer for winter,Fall cover,4,Jackets,,,,,
Pretty,I love it,5,Jackets,,,,,
Decent polar fleece- good sewing/assembly- great value at sale prices,The XXl measures 27” across = 54” chest.Zippers R metal. The right & left pockets meet in the middle for 1 giant pouch like traditional hoodies.  There’s a rubber pull on neck zipper.Inside out test shows the stitching is neat & sewn assembled well.  I would categorize btw medium/heavy weight polar fleece.The brown seems a little darker in person than on the product pics at top of page.I included pics - hope this is helpful 2U☮️,4,Jackets,,,,,
Good value,Exceeded my expectations.  Good fit. Comfortable and a good price point. Will buy one or two more if cold weather ever returns to America.,5,Jackets,,,,,
Color was more stone then white,I ordered a white pull over. This one I would describe as Grey or stone. Not white. I placed napkins in picture just to show difference in white and not white. Disappointed because I was expecting a white pull over.,2,Jackets,,,,,
Great,Great,5,Jackets,,,,,
Compra una talla menos de la normal!,"Es bella pero les recomiendo comprar una talla menos, compré una talla M para mi novio y le quedo grande. Aún así la usa porque es muy calientita y es bello el color azul. Totalmente recomendada",5,Jackets,,,,,
Very nice product,Excellent value,5,Jackets,,,,,
Super cool,Loved it,5,Jackets,,,,,
Vendedor 100% recomendado,"Excelente producto, me gusta su calidad y su modelo.",5,Jackets,,,,,
Good fit and feel,Color,5,Jackets,,,,,
This is not a lightweight fleece- it is thick & bulky.  The design and price are awesome though..,"This is not a lightweight fleece- it is thick & bulky so I returned it.  The design and price are awesome though.. I will miss the pockets.4 * because it is not lightweightTry before you buy is no easier for returns; why can't delivery drivers be used to save gas, trips and time ?",4,Jackets,,,,,
excellent value but just didn't fit,"Loved the shirt, but was too small.",5,Jackets,,,,,
Lint catcher,Gave mostly positive except...this is that type of fleece (not apparent in the description) that lint clings to...would have/should have made a more informed choice,3,Jackets,,,,,
Lindo,Precio- calidad es muy recomendable. Me queda un poco ajustado pero es súper abrigado,5,Jackets,,,,,
Awesome product,Awesome product Awesome price,5,Jackets,,,,,
Just right!,This quarter zip is soft and warm. Just right.,5,Jackets,,,,,
Perfect fit for slender man.,My husband is very trim. This was the perfect fit!,5,Jackets,,,,,
n/a,"Good product, good price",5,Jackets,,,,,
"Perfecto, tela duradera","Es un producto perfecto, el detalle y la calidad es superior, muy buena marca, es la primera vez que compro Amazon Essentials",5,Jackets,,,,,
Really nice jacket but torso not tapered; it's very wide,"Based on several reviews that said this product ran small, I got my hubby a larger size than he normally wears...XL and got him an XXL. The body part is huge, could fit 3 of him in it, although the shoulders and arms fit a little better than that (he has big, muscled arms). I don't understand how the vendor can call this tapered, but it is a well-made item. The green color is very nice as well.UPDATE: Returning and got an XL which fits him well. He is very pleased. I'm not happy that I couldn't exchange at the same lower price I paid though.",4,Jackets,,,,,
Designed for the Obese,"Fits great in the shoulders and arm length is perfect. But the stomach is huge and obviously designed to accommodate the obese. If you're trim and fit, try another brand.",1,Jackets,,,,,
Fit,"I am 6'0 (183cm) and around 154 pounds (70kg) and these were a perfect fit . i ordered mediums, it looks stylish enough for a dating app profile photo.",5,Jackets,,,,,
After a few washes the fleece is shedding,The fleece is starting to shed a lot after about two washes.  I have to throw it out cause its causing too much of a mess.,1,Jackets,,,,,
Great buy,Great jacket for the price,5,Jackets,,,,,
Very essential sweater,This is the second sweater I bought for my fiancé. He got paint on the first one and he absolutely cannot live without it. He has worn it almost daily since I got him it for Christmas. Looks great with a vest or with a collared shirt underneath or even just a tee.,5,Jackets,,,,,
"Was a bit smaller than expected, so returned and got larger size",Perfect; soft; has front pockets. Exactly what I was looking for.,5,Jackets,,,,,
I like it,I got a small,5,Jackets,,,,,
Satisfied buyer,"Bought this for my husband and he loves it, warm and soft.",5,Jackets,,,,,
Nice fit.,Like the pockets.,5,Jackets,,,,,
Warm,It’s extremely warm,5,Jackets,,,,,
Great for price. Love the look too. Just perfect,Great fit. Soft and comfortable.,5,Jackets,,,,,
This is one of my best purchases so far!,"If you want to buy a similar sweater or one that looks exactly like a Columbia, The North Face, or Under Armour but for half or a third of the price, this is a must product for you.This fleece jacket fits accurately, is comfy, warm, and looks great. I love it and use it daily.UPDATE: I've bought new colors, and again everything is excellent. Great jackets and outstanding materials.",5,Jackets,,,,,
Great top.,This fit of this top is great. It’s snugged and keeps you comfortably warm.,5,Jackets,,,,,
A good look!,"A good look for a winter shirt.  It fits as expected, keeps me warm, and washes well.  Highly recommended.  Also good  for those 50 degree days going in and out of the house",5,Jackets,,,,,
Warmth!,Much warmer than I  expected.  Soft and comfortable.  No need to spend more money on a name brand.,5,Jackets,,,,,
Good Quality!,A little bit bigger than I like but perhaps it will shrink a little bit and be perfect!,5,Jackets,,,,,
Order larger than your normal size,I wear a large so I know to order things lager then normal from Amazon. This runs very small / also very short . Lol fits my 4 year old grandson perfect lol. Next time I will order a 6x that should equal a xl .,4,Jackets,,,,,
Great Fit,I am a woman who often finds it difficult to find well-fitting garments (given my size & proportions). This fits perfectly & the best part is… my husband can wear it also. We love it!,5,Jackets,,,,,
Warm and comfortable!,"I like the fit, front pocket and it’s warm and comfortable. I don’t like the line down the back and no chest pocket.",4,Jackets,,,,,
Size much smaller than label.,Afraid to wash it. Can barely get it on now.,2,Jackets,,,,,
